AgentID,GoodPointAmount,BadPointAmount,Velocity,xAxisPos,zAxisPos,seenBySnatcher,touchedWall,date-time,update
-1250,0,0,11.4879,-1.777638,2.846879,0,0,24/09/2020 20:57:40,50
-1134,0,0,11.69254,-4.891816,-29.30928,0,0,24/09/2020 20:57:40,50
-1110,0,0,37.3671,-1.422653,38.36893,0,0,24/09/2020 20:57:40,50
-1086,0,0,21.41955,-14.68786,13.70844,0,0,24/09/2020 20:57:40,50
-1062,1,0,8.910498,9.451511,-21.89431,0,0,24/09/2020 20:57:40,50
-1250,0,0,7.994294,4.060408,-7.957629,0,0,24/09/2020 20:57:41,101
-1134,0,0,17.99693,-0.2952355,-26.16934,0,3,24/09/2020 20:57:41,101
-1110,0,0,26.88827,19.60383,26.96139,0,0,24/09/2020 20:57:41,101
-1086,0,0,19.12324,-4.320753,7.034464,0,0,24/09/2020 20:57:41,101
-1062,1,0,8.994642,12.15327,-19.37104,0,0,24/09/2020 20:57:41,101
-1250,0,1,15.94561,8.233715,-12.27982,0,0,24/09/2020 20:57:42,152
-1134,1,0,27.47278,7.383226,-7.662135,0,3,24/09/2020 20:57:42,152
-1110,0,1,25.27274,31.55992,28.49218,0,0,24/09/2020 20:57:42,152
-1086,1,1,7.976925,-3.751564,5.785669,0,0,24/09/2020 20:57:42,152
-1062,1,0,10.95883,13.90428,-5.768277,0,0,24/09/2020 20:57:42,152
-1250,0,1,16.27021,11.76118,-29.47164,0,2,24/09/2020 20:57:43,203
-1134,1,1,13.7678,-3.01336,-0.7729107,0,3,24/09/2020 20:57:43,203
-1110,1,1,5.342586,42.85646,32.8022,0,0,24/09/2020 20:57:43,203
-1086,1,1,13.91637,2.638051,10.25933,0,0,24/09/2020 20:57:43,203
-1062,1,0,15.72202,10.38731,-5.294497,0,2,24/09/2020 20:57:43,203
-1250,0,1,18.55968,18.30025,-28.23976,0,3,24/09/2020 20:57:44,254
-1134,2,1,15.53724,-15.29883,-8.038211,0,3,24/09/2020 20:57:44,254
-1110,1,1,10.6181,47.51029,38.96487,0,0,24/09/2020 20:57:44,254
-1086,1,2,24.15719,5.177123,20.22257,0,0,24/09/2020 20:57:44,254
-1062,1,0,18.73305,-5.568425,-3.418168,0,2,24/09/2020 20:57:44,254
-1250,0,1,6.283273,23.44823,-24.26477,0,3,24/09/2020 20:57:45,305
-1134,2,1,0.1051762,-14.71993,-29.80009,0,4,24/09/2020 20:57:45,305
-1110,1,1,5.100504,41.04683,41.08961,0,1,24/09/2020 20:57:45,305
-1086,1,2,11.02981,10.8289,29.17023,0,0,24/09/2020 20:57:45,305
-1062,1,0,0.234053,-8.926282,-2.605303,0,6,24/09/2020 20:57:45,305
-1250,0,1,14.32552,25.23961,-18.04203,0,3,24/09/2020 20:57:46,356
-1134,2,1,8.995033,-14.15689,-29.92457,0,7,24/09/2020 20:57:46,356
-1110,1,1,6.459568,38.52612,42.01295,0,1,24/09/2020 20:57:46,356
-1086,2,2,18.3762,6.076285,34.7988,0,0,24/09/2020 20:57:46,356
-1062,1,0,5.935981,-8.866191,-3.1689,0,12,24/09/2020 20:57:46,356
-1250,1,1,4.520029,14.57792,-4.956246,0,4,24/09/2020 20:57:47,407
-1134,2,1,6.180279,-5.700658,-29.82168,0,14,24/09/2020 20:57:47,407
-1110,1,1,7.727831,42.5302,38.77813,0,1,24/09/2020 20:57:47,407
-1086,2,2,17.60797,-0.2801113,36.50657,0,0,24/09/2020 20:57:47,407
-1062,1,0,8.947098,-10.32697,-9.984096,0,14,24/09/2020 20:57:47,407
-1250,1,1,4.915125E-07,11.13714,-4.373361,0,9,24/09/2020 20:57:48,458
-1134,2,1,6.782641,-1.967647,-25.93938,0,15,24/09/2020 20:57:48,458
-1110,1,1,7.378683,31.0158,37.69714,0,3,24/09/2020 20:57:48,458
-1086,3,2,4.96923,5.067545,26.66746,0,0,24/09/2020 20:57:48,458
-1062,1,0,9.95976,-5.234753,-29.41477,0,15,24/09/2020 20:57:48,458
-1250,1,2,14.84779,2.890672,-14.25346,0,9,24/09/2020 20:57:49,509
