snatcherVelocity,xAxisPos,zAxisPos,distanceToTarget,viewAngle,touchedWall,date-time,update
0,-6.690241,26.01932,0,289.632,0,24/09/2020 16:16:12,51
0,-8.536144,25.72505,0,101.2489,0,24/09/2020 16:16:13,102
0.5501509,-7.635247,30.26778,0,287.1986,0,24/09/2020 16:16:14,153
0,-2.643838,26.05307,0,373.6089,0,24/09/2020 16:16:15,204
4.400691,-2.43035,33.94923,5.973133,353.0287,0,24/09/2020 16:16:16,255
0,-6.886005,29.77526,5.973133,343.8679,0,24/09/2020 16:16:17,306
0,-5.396774,27.65838,5.973133,125.385,0,24/09/2020 16:16:18,357
0,-5.615031,27.24153,5.973133,181.599,0,24/09/2020 16:16:19,408
0,-4.474699,24.75463,5.973133,145.8412,0,24/09/2020 16:16:20,459
0,-8.096263,24.79259,5.973133,95.46292,0,24/09/2020 16:16:21,510
0,-3.923357,18.96945,5.973133,381.4614,0,24/09/2020 16:16:22,561
0,-4.241449,17.1088,5.973133,172.7947,0,24/09/2020 16:16:23,612
0,1.841188,16.69682,5.973133,93.90321,0,24/09/2020 16:16:24,663
0,-1.370333,16.34262,5.973133,262.9556,0,24/09/2020 16:16:25,714
7.303815,-4.402233,5.447535,2.193057,362.1757,0,24/09/2020 16:16:26,765
20.73896,5.865234,11.90016,3.895271,78.54276,0,24/09/2020 16:16:27,816
6.90566,14.98929,21.52321,3.895271,311.0708,0,24/09/2020 16:16:28,867
0.9019387,9.369443,24.72847,3.895271,359.0834,0,24/09/2020 16:16:29,918
0,6.732566,32.67603,3.895271,337.9756,0,24/09/2020 16:16:30,969
0,-0.03341362,27.53692,3.895271,242.95,0,24/09/2020 16:16:31,1020
0,-6.044213,31.92609,3.895271,281.667,0,24/09/2020 16:16:32,1071
0,-8.944184,23.4338,3.895271,220.0689,0,24/09/2020 16:16:33,1122
0,-12.07276,22.97723,3.895271,295.0746,0,24/09/2020 16:16:34,1173
0,-13.54795,19.07795,3.895271,147.6889,0,24/09/2020 16:16:35,1224
0,-5.509017,22.95256,3.895271,76.84428,0,24/09/2020 16:16:36,1275
0,-6.415104,21.27164,3.895271,205.3999,0,24/09/2020 16:16:37,1326
0,-5.788901,17.84434,3.895271,84.7233,0,24/09/2020 16:16:38,1377
0,-8.134601,21.30201,3.895271,228.4341,0,24/09/2020 16:16:39,1428
0,-9.5416,23.84768,3.895271,335.6604,0,24/09/2020 16:16:40,1479
0,-1.052355,24.4684,3.895271,176.1343,0,24/09/2020 16:16:41,1530
0,2.212238,30.38038,3.895271,255.6179,0,24/09/2020 16:16:42,1581
7.047539,-4.14417,35.86095,8.671016,346.4364,0,24/09/2020 16:16:43,1632
1.043823,-4.800722,40.17062,8.671016,217.2993,0,24/09/2020 16:16:44,1683
