snatcherVelocity,xAxisPos,zAxisPos,distanceToTarget,viewAngle,touchedWall,date-time,update
0,-2.518754,26.9611,0,123.8558,0,25/09/2020 01:18:59,51
0,-0.3894444,30.80754,0,161.7527,0,25/09/2020 01:19:00,102
0,-2.780269,31.89651,0,323.2279,0,25/09/2020 01:19:01,153
0,-2.837828,25.08658,0,352.3073,0,25/09/2020 01:19:02,204
0,-5.409636,29.66316,0,125.6057,0,25/09/2020 01:19:03,255
0,-8.303588,30.02179,0,300.9972,0,25/09/2020 01:19:04,306
0,-9.847097,27.92251,0,88.00017,0,25/09/2020 01:19:05,357
0,-1.027381,29.96358,0,167.9214,0,25/09/2020 01:19:06,408
0.0009665411,2.94053,26.84857,0,227.054,0,25/09/2020 01:19:07,459
0,0.09101129,26.79934,0,311.4282,0,25/09/2020 01:19:08,510
0,-1.023043,27.1983,0,334.4249,0,25/09/2020 01:19:09,561
0,-6.845004,32.2331,0,293.7705,0,25/09/2020 01:19:10,612
0,-9.599174,28.22663,0,127.619,0,25/09/2020 01:19:11,663
0,-1.675059,27.14944,0,88.34036,0,25/09/2020 01:19:12,714
0,-2.896802,22.52829,0,323.5078,0,25/09/2020 01:19:13,765
5.701323,-2.886711,28.52029,10.52932,270.1346,0,25/09/2020 01:19:14,816
14.57872,1.59743,35.67437,4.858699,89.45973,0,25/09/2020 01:19:15,867
0,5.310089,36.98669,5.486045,279.8538,0,25/09/2020 01:19:16,918
0,-1.102566,30.60677,5.486045,306.7036,0,25/09/2020 01:19:17,969
0,-2.123763,31.20827,5.486045,177.4279,0,25/09/2020 01:19:18,1020
0,-2.136666,23.44474,5.486045,280.3137,0,25/09/2020 01:19:19,1071
0,-8.414682,16.22819,5.486045,158.7071,0,25/09/2020 01:19:20,1122
0,0.913867,12.5358,5.486045,161.0543,0,25/09/2020 01:19:21,1173
0,-2.896796,13.12328,5.486045,74.56784,0,25/09/2020 01:19:22,1224
0,-6.039193,12.76794,5.486045,319.3231,0,25/09/2020 01:19:23,1275
0,-5.955078,13.79537,5.486045,116.7055,0,25/09/2020 01:19:24,1326
13.7575,7.192457,16.78873,4.278914,294.8587,0,25/09/2020 01:19:25,1377
13.97659,13.73825,1.150455,6.89749,88.81546,0,25/09/2020 01:19:26,1428
1.210938E-13,17.56425,0.6052572,6.89749,152.1522,2,25/09/2020 01:19:27,1479
0,11.22847,7.986982,6.89749,373.1812,2,25/09/2020 01:19:28,1530
9.687498E-14,5.937812,3.651708,6.89749,384.2067,2,25/09/2020 01:19:29,1581
4.843753E-14,5.552859,3.663943,6.89749,131.0731,2,25/09/2020 01:19:30,1632
