AgentID,GoodPointAmount,BadPointAmount,Velocity,xAxisPos,zAxisPos,seenBySnatcher,touchedWall,date-time,update
-1250,0,0,12.19837,23.41361,-11.84582,0,0,24/09/2020 23:18:22,50
-1134,0,0,14.29304,-4.741561,25.63779,1,0,24/09/2020 23:18:22,50
-1110,0,0,3.7328,-19.40909,41.79138,0,1,24/09/2020 23:18:22,50
-1086,0,0,21.75802,10.9569,21.63864,0,1,24/09/2020 23:18:22,50
-1062,0,0,11.4199,12.34939,-5.841586,0,5,24/09/2020 23:18:22,50
-1250,0,0,9.507085,10.59813,-17.35694,0,0,24/09/2020 23:18:23,101
-1134,1,0,17.79268,-8.503386,15.15537,1,0,24/09/2020 23:18:23,101
-1110,1,1,7.123505,-15.78165,41.80455,0,6,24/09/2020 23:18:23,101
-1086,1,0,17.87537,2.80391,26.31945,0,1,24/09/2020 23:18:23,101
-1062,0,1,9.006884,9.322376,-8.839262,0,5,24/09/2020 23:18:23,101
-1250,0,1,8.326632,3.806651,-21.78401,0,0,24/09/2020 23:18:24,152
-1134,2,0,24.84214,8.69174,2.338195,1,0,24/09/2020 23:18:24,152
-1110,1,1,24.61678,-6.262798,42.46877,0,7,24/09/2020 23:18:24,152
-1086,1,0,10.8661,-5.338796,24.44057,0,1,24/09/2020 23:18:24,152
-1062,0,1,2.244061,2.972858,-20.70937,0,5,24/09/2020 23:18:24,152
-1250,0,1,30.17237,-17.5199,-29.08058,0,0,24/09/2020 23:18:25,203
-1134,2,0,18.55607,24.08104,10.31916,1,0,24/09/2020 23:18:25,203
-1110,1,1,5.248353,8.127325,47.39969,0,7,24/09/2020 23:18:25,203
-1086,1,0,16.86783,-16.03637,18.48718,0,1,24/09/2020 23:18:25,203
-1062,0,1,32.64529,11.95965,-23.75604,0,5,24/09/2020 23:18:25,203
-1250,0,1,6.54323,-17.46375,-29.91842,0,3,24/09/2020 23:18:26,254
-1134,2,0,18.61228,24.36124,30.31366,1,0,24/09/2020 23:18:26,254
-1110,1,1,12.78884,12.11596,60.27684,0,7,24/09/2020 23:18:26,254
-1086,1,0,23.25792,-11.43176,7.311257,0,1,24/09/2020 23:18:26,254
-1062,0,2,16.30385,30.09345,-24.22112,0,5,24/09/2020 23:18:26,254
-1250,0,1,6.738831,-16.99802,-28.27204,0,4,24/09/2020 23:18:27,305
-1134,2,0,31.56667,6.467503,32.36391,1,1,24/09/2020 23:18:27,305
-1110,1,3,5.409009,8.687154,61.75129,0,7,24/09/2020 23:18:27,305
-1086,1,0,11.11719,-10.95376,2.205681,0,2,24/09/2020 23:18:27,305
-1062,1,2,21.90476,47.61517,-21.57636,0,5,24/09/2020 23:18:27,305
-1250,0,1,15.40966,-10.21198,-29.31788,0,6,24/09/2020 23:18:28,356
-1134,2,0,15.68372,-16.25904,23.49244,1,1,24/09/2020 23:18:28,356
-1110,2,3,3.311219,1.671879,57.17509,0,7,24/09/2020 23:18:28,356
-1086,1,0,12.81179,-3.68916,2.446388,0,3,24/09/2020 23:18:28,356
-1062,1,2,19.41995,47.73884,-18.17567,0,9,24/09/2020 23:18:28,356
-1250,0,1,8.355564,9.823538,-16.0952,0,6,24/09/2020 23:18:29,407
-1134,2,0,18.26844,-29.15509,12.26679,1,1,24/09/2020 23:18:29,407
-1110,2,3,11.96444,7.123031,54.37837,0,7,24/09/2020 23:18:29,407
-1086,1,0,14.82732,-0.761624,2.451049,0,3,24/09/2020 23:18:29,407
-1062,1,2,8.956034,46.20644,-10.87187,0,10,24/09/2020 23:18:29,407
-1250,1,1,27.93545,23.44926,-7.238408,0,6,24/09/2020 23:18:30,458
-1134,2,0,6.560597,-31.63012,9.742685,1,1,24/09/2020 23:18:30,458
-1110,2,3,8.7216,14.17097,41.64202,0,8,24/09/2020 23:18:30,458
-1086,1,0,7.875083,-9.177332,3.84481,0,3,24/09/2020 23:18:30,458
-1062,1,3,8.458247,34.74492,0.1257751,0,10,24/09/2020 23:18:30,458
-1250,1,1,4.779068,21.22467,-4.32011,0,9,24/09/2020 23:18:31,509
-1134,2,0,13.65144,-26.24887,12.07193,1,1,24/09/2020 23:18:31,509
-1110,2,3,18.47416,27.76228,50.06223,0,8,24/09/2020 23:18:31,509
-1086,1,0,27.01269,-13.08583,3.939121,0,3,24/09/2020 23:18:31,509
-1062,1,3,4.06012,27.11121,0.9385068,0,11,24/09/2020 23:18:31,509
-1250,1,1,11.47398,14.63642,-6.900783,0,9,24/09/2020 23:18:32,560
-1134,3,0,14.81568,-20.05412,3.715817,1,1,24/09/2020 23:18:32,560
-1110,2,4,19.8765,35.64427,54.16233,0,8,24/09/2020 23:18:32,560
-1086,1,2,10.79273,-20.57824,15.09704,0,3,24/09/2020 23:18:32,560
-1062,1,3,8.265303,29.36239,2.593955,0,14,24/09/2020 23:18:32,560
-1250,1,1,30.34745,2.111091,-24.36697,0,9,24/09/2020 23:18:33,611
-1134,4,0,4.947375,-13.46541,1.000793,1,2,24/09/2020 23:18:33,611
-1110,2,5,13.86024,47.48325,58.30789,0,8,24/09/2020 23:18:33,611
-1086,1,2,8.513475,-25.33503,12.36959,0,3,24/09/2020 23:18:33,611
-1062,1,3,2.851144,27.83182,1.696808,0,16,24/09/2020 23:18:33,611
-1250,1,1,15.17017,7.43063,-28.12897,0,14,24/09/2020 23:18:34,662
-1134,4,0,4.370744,-10.5232,1.722805,1,7,24/09/2020 23:18:34,662
-1110,2,5,0,48.05191,59.2689,0,11,24/09/2020 23:18:34,662
