snatcherVelocity,xAxisPos,zAxisPos,distanceToTarget,viewAngle,touchedWall,date-time,update
0,-2.630947,25.949,0,148.531,0,25/09/2020 04:40:03,51
0,0.7402686,31.29932,0,150.142,0,25/09/2020 04:40:04,102
0,3.614016,28.28369,0,356.4917,0,25/09/2020 04:40:05,153
0,2.436088,28.63191,0,333.6163,0,25/09/2020 04:40:06,204
0,4.499991,24.88919,0,172.8758,0,25/09/2020 04:40:07,255
0,-1.968144,27.53923,0,256.9622,0,25/09/2020 04:40:08,306
0,-10.35764,22.36077,0,285.7374,0,25/09/2020 04:40:09,357
0,-5.998484,26.43456,0,95.21257,0,25/09/2020 04:40:10,408
0,-10.96234,24.70107,0,267.6896,0,25/09/2020 04:40:11,459
0,-4.185913,19.65536,0,146.2961,0,25/09/2020 04:40:12,510
0,3.986066,18.3002,0,179.1241,0,25/09/2020 04:40:13,561
0,4.668132,14.86514,0,73.29774,0,25/09/2020 04:40:14,612
0,7.27992,17.29153,0,286.09,0,25/09/2020 04:40:15,663
0,4.180671,22.52476,0,51.95866,0,25/09/2020 04:40:16,714
0,1.333467,25.50082,0,257.2009,0,25/09/2020 04:40:17,765
2.464024,-4.142388,19.42181,5.577764,232.3407,0,25/09/2020 04:40:18,816
0,-10.63337,15.28487,5.577764,60.50534,0,25/09/2020 04:40:19,867
15.69679,-15.60986,26.26602,6.719765,256.049,0,25/09/2020 04:40:20,918
0,-11.44449,36.724,4.804172,100.96,1,25/09/2020 04:40:21,969
0,-7.680177,31.60249,2.243455,248.5932,1,25/09/2020 04:40:22,1020
0,-9.783238,27.31746,2.243455,325.2307,1,25/09/2020 04:40:23,1071
0,-8.777772,31.28889,2.243455,104.2744,1,25/09/2020 04:40:24,1122
0,-7.372456,33.73786,2.243455,89.27235,1,25/09/2020 04:40:25,1173
0,-7.236698,33.95552,2.243455,205.5927,1,25/09/2020 04:40:26,1224
0,-5.30845,23.91423,2.243455,209.5196,1,25/09/2020 04:40:27,1275
0,-3.178285,22.46791,2.243455,153.3626,1,25/09/2020 04:40:28,1326
0,0.278049,18.77128,2.243455,280.2143,1,25/09/2020 04:40:29,1377
0,5.506713,13.8912,2.243455,64.07338,1,25/09/2020 04:40:30,1428
4.179012,8.516472,28.43873,3.798704,382.3055,1,25/09/2020 04:40:31,1479
16.59063,20.741,34.36957,8.397555,85.59882,1,25/09/2020 04:40:32,1530
0,20.32764,32.74691,8.397555,90.54378,2,25/09/2020 04:40:34,1581
6.972776,28.1933,35.42585,1.211442,338.4688,2,25/09/2020 04:40:35,1632
0,20.18424,33.92127,1.211442,264.4662,2,25/09/2020 04:40:36,1683
0,15.26499,26.52503,1.211442,287.949,2,25/09/2020 04:40:37,1734
0,10.79848,24.47338,1.211442,294.9523,2,25/09/2020 04:40:38,1785
9.397433,5.797433,29.61032,8.56922,56.49055,2,25/09/2020 04:40:39,1836
9.653936,1.621886,30.71082,1.766823,187.0539,2,25/09/2020 04:40:40,1887
2.699691,-3.855512,23.91767,1.766823,262.1881,2,25/09/2020 04:40:41,1938
0,-9.522074,23.07587,1.766823,247.0424,2,25/09/2020 04:40:42,1989
0,-15.82351,16.96751,1.766823,305.0524,2,25/09/2020 04:40:43,2040
0,-21.61992,21.39014,1.766823,293.0229,2,25/09/2020 04:40:44,2091
0,-26.71045,19.68779,1.766823,218.7919,2,25/09/2020 04:40:45,2142
0,-25.85823,13.60541,1.766823,301.6838,2,25/09/2020 04:40:46,2193
0,-23.91747,18.06104,1.766823,207.8245,2,25/09/2020 04:40:47,2244
0,-16.8025,18.00604,1.766823,102.3283,2,25/09/2020 04:40:48,2295
0,-18.50792,24.66395,1.766823,169.8658,2,25/09/2020 04:40:49,2346
0,-15.41284,23.64546,1.766823,204.8965,2,25/09/2020 04:40:50,2397
0,-8.202219,26.47075,1.766823,177.4279,2,25/09/2020 04:40:51,2448
0,-0.5557125,29.24725,1.766823,104.9432,2,25/09/2020 04:40:52,2499
0,-2.148015,29.81391,1.766823,297.0004,2,25/09/2020 04:40:53,2550
0,-1.502887,28.13365,1.766823,236.555,2,25/09/2020 04:40:54,2601
0,-5.096692,20.86597,1.766823,191.5994,2,25/09/2020 04:40:55,2652
0.5668843,-3.634358,16.84629,1.766823,343.6508,2,25/09/2020 04:40:56,2703
0,-5.989337,12.282,1.766823,197.1012,2,25/09/2020 04:40:57,2754
0.01661531,-6.385422,17.78069,1.766823,83.51292,2,25/09/2020 04:40:58,2805
0,0.3341568,14.91242,1.766823,167.0371,2,25/09/2020 04:40:59,2856
0,0.05572587,12.28891,1.766823,217.0153,2,25/09/2020 04:41:00,2907
0,1.005179,9.835277,1.766823,363.4886,2,25/09/2020 04:41:01,2958
0,-0.6399499,14.56072,1.766823,255.0611,2,25/09/2020 04:41:02,3009
