snatcherVelocity,xAxisPos,zAxisPos,distanceToTarget,viewAngle,touchedWall,date-time,update
0,-6.303999,25.24559,0,263.2454,0,25/09/2020 02:59:29,51
0,-14.62133,20.64387,0,332.2957,0,25/09/2020 02:59:30,102
0.001071035,-17.95437,16.59674,0,171.2708,0,25/09/2020 02:59:31,153
0.001140789,-15.70084,18.00212,0,139.6501,0,25/09/2020 02:59:32,204
0,-13.66758,16.45755,0,389.2097,0,25/09/2020 02:59:33,255
0,-12.03557,14.2899,0,368.8686,0,25/09/2020 02:59:34,306
13.52824,-15.55286,24.88016,6.285127,202.1611,0,25/09/2020 02:59:35,357
7.524519,-13.28471,33.73639,6.285127,208.5031,0,25/09/2020 02:59:36,408
1.520798,-9.359784,30.35189,6.285127,181.943,0,25/09/2020 02:59:37,459
0,-10.52041,30.39596,6.285127,186.1003,0,25/09/2020 02:59:38,510
0,-4.636898,26.05414,6.285127,89.42256,0,25/09/2020 02:59:39,561
6.187177,-5.600808,24.05869,8.027517,234.652,0,25/09/2020 02:59:40,612
0.1347334,-3.419621,19.46366,8.027517,160.1457,0,25/09/2020 02:59:41,663
0,-0.5838707,19.57322,8.027517,149.2544,0,25/09/2020 02:59:42,714
0,5.773168,15.91218,8.027517,105.0112,0,25/09/2020 02:59:43,765
0,2.031845,17.88357,8.027517,288.5178,0,25/09/2020 02:59:44,816
0,7.067251,22.33619,8.027517,59.04855,0,25/09/2020 02:59:45,867
0.001574126,10.006,21.92869,8.027517,255.4645,0,25/09/2020 02:59:46,918
4.768372E-06,13.7169,29.83356,8.027517,80.35001,0,25/09/2020 02:59:47,969
9.077147,20.56669,20.20866,6.762732,222.2019,0,25/09/2020 02:59:48,1020
3.12737,18.89438,20.45357,6.762732,280.9322,0,25/09/2020 02:59:49,1071
0,20.85693,14.54964,6.762732,77.90253,0,25/09/2020 02:59:50,1122
0,19.91545,16.54979,6.762732,377.1186,0,25/09/2020 02:59:51,1173
5.288266,6.559921,23.30178,1.510577,181.1634,0,25/09/2020 02:59:52,1224
1.079382,10.91321,17.5466,1.078169,347.5621,0,25/09/2020 02:59:53,1275
7.078788,6.60308,19.81487,3.636395,329.3362,0,25/09/2020 02:59:54,1326
2.393032,1.478748,22.82034,3.006695,126.0774,0,25/09/2020 02:59:55,1377
0,2.549726,25.59734,3.006695,155.7702,0,25/09/2020 02:59:56,1428
0,4.199294,25.55665,3.006695,99.95378,0,25/09/2020 02:59:57,1479
0,-3.697309,20.38974,3.006695,307.1889,0,25/09/2020 02:59:58,1530
0,-2.181391,15.49684,3.006695,241.8298,0,25/09/2020 02:59:59,1581
0,0.7435318,16.1361,3.006695,61.99774,0,25/09/2020 03:00:00,1632
0,-1.27234,19.09139,3.006695,97.32158,0,25/09/2020 03:00:01,1683
0,0.684568,22.75634,3.006695,260.4742,0,25/09/2020 03:00:02,1734
9.25583,-1.511847,19.48294,8.069013,259.0908,0,25/09/2020 03:00:03,1785
3.25211,-9.147954,13.26527,8.069013,119.415,0,25/09/2020 03:00:04,1836
0,-8.730825,9.576434,8.069013,52.45241,0,25/09/2020 03:00:05,1887
0,-4.958588,13.57014,8.069013,174.0542,0,25/09/2020 03:00:07,1938
0,-9.926377,13.4329,8.069013,94.56235,0,25/09/2020 03:00:08,1989
0,-1.95843,16.68922,8.069013,77.36035,0,25/09/2020 03:00:09,2040
0,-3.8607,12.97954,8.069013,333.9076,0,25/09/2020 03:00:10,2091
0,1.773562,10.32363,8.069013,231.7592,0,25/09/2020 03:00:11,2142
0,-3.354927,6.188622,8.069013,239.224,0,25/09/2020 03:00:12,2193
0,-6.629021,12.85875,8.069013,63.50377,0,25/09/2020 03:00:13,2244
0,-5.603453,17.57224,8.069013,283.8678,0,25/09/2020 03:00:14,2295
0,-6.951772,19.08372,8.069013,79.54044,0,25/09/2020 03:00:15,2346
0,-3.876632,24.35588,8.069013,348.1287,0,25/09/2020 03:00:16,2397
0,1.45182,23.25265,8.069013,248.4965,0,25/09/2020 03:00:17,2448
0,-0.01909502,16.32589,8.069013,277.0453,0,25/09/2020 03:00:18,2499
0,-7.222727,16.5256,8.069013,338.4806,0,25/09/2020 03:00:19,2550
6.881669,-7.520313,23.52642,10.63829,247.994,0,25/09/2020 03:00:20,2601
0.1069288,-6.231354,27.62164,10.63829,108.7631,0,25/09/2020 03:00:21,2652
0,-0.8989279,28.47331,10.63829,160.8562,0,25/09/2020 03:00:22,2703
0,7.661671,25.23461,10.63829,106.4857,0,25/09/2020 03:00:23,2754
0,6.404639,24.54756,10.63829,267.5996,0,25/09/2020 03:00:24,2805
21.46062,17.54456,14.53245,2.761503,253.6511,0,25/09/2020 03:00:25,2856
15.4569,31.56882,5.693734,2.761503,112.2468,0,25/09/2020 03:00:26,2907
9.453191,37.22483,1.664832,2.761503,336.9406,0,25/09/2020 03:00:27,2958
3.449467,34.66297,2.818472,2.761503,309.0542,0,25/09/2020 03:00:28,3009
9.68749E-14,30.16408,6.619174,2.761503,317.558,0,25/09/2020 03:00:29,3060
0,30.78327,13.49526,2.761503,288.9986,0,25/09/2020 03:00:30,3111
15.1534,21.72952,19.36619,1.992835,330.2636,0,25/09/2020 03:00:31,3162
9.14969,0.387025,20.08412,1.992835,302.4201,0,25/09/2020 03:00:32,3213
3.145965,-12.42113,15.65312,1.992835,137.0445,0,25/09/2020 03:00:33,3264
0,-4.822505,13.98842,1.992835,99.67142,0,25/09/2020 03:00:34,3315
0,-0.1674096,15.54714,1.992835,377.0399,0,25/09/2020 03:00:35,3366
0,-5.666718,14.73945,1.992835,317.6177,0,25/09/2020 03:00:36,3417
0,0.9392455,14.74842,1.992835,380.985,0,25/09/2020 03:00:37,3468
0,-3.114243,13.46705,1.992835,208.961,0,25/09/2020 03:00:38,3519
0,-9.523224,8.774821,1.992835,266.4382,0,25/09/2020 03:00:39,3570
1.210936E-13,-12.5648,2.012428,1.992835,372.6264,0,25/09/2020 03:00:40,3621
0,-13.674,7.187994,1.992835,287.7345,0,25/09/2020 03:00:41,3672
0,-14.06696,7.051458,1.992835,111.3132,0,25/09/2020 03:00:42,3723
9.68749E-14,-10.99633,6.940665,1.992835,66.53324,0,25/09/2020 03:00:43,3774
0,-7.527951,9.87913,1.992835,269.0824,0,25/09/2020 03:00:44,3825
0,-8.483871,13.21226,1.992835,81.02211,0,25/09/2020 03:00:45,3876
0,-6.543489,11.45439,1.992835,177.065,0,25/09/2020 03:00:46,3927
0,1.386952,5.394443,1.992835,179.0804,0,25/09/2020 03:00:47,3978
0,-0.9175775,14.10375,1.992835,350.8291,0,25/09/2020 03:00:48,4029
0,-10.08613,17.2915,1.992835,339.8233,0,25/09/2020 03:00:49,4080
0,-6.801482,20.73778,1.992835,134.6047,0,25/09/2020 03:00:50,4131
0,1.675245,22.57133,1.992835,211.238,0,25/09/2020 03:00:51,4182
0,5.45695,20.58068,1.992835,184.4848,0,25/09/2020 03:00:52,4233
0,8.386952,17.11038,1.992835,80.11921,0,25/09/2020 03:00:53,4284
0,10.72461,23.27463,1.992835,333.6012,0,25/09/2020 03:00:54,4335
0,8.174118,22.93095,1.992835,64.96773,0,25/09/2020 03:00:55,4386
0,10.11884,19.09984,1.992835,244.4173,0,25/09/2020 03:00:56,4437
2.142455,14.79926,12.17454,1.992835,96.49557,0,25/09/2020 03:00:58,4488
0,11.25844,15.32507,1.992835,366.5583,0,25/09/2020 03:00:59,4539
0.7945137,9.137203,17.46444,1.992835,235.289,0,25/09/2020 03:01:00,4590
0,8.77371,21.57384,1.992835,379.4581,0,25/09/2020 03:01:01,4641
0,10.97813,25.50966,1.992835,43.92209,0,25/09/2020 03:01:02,4692
0,3.82323,30.48164,1.992835,250.3541,0,25/09/2020 03:01:03,4743
0,3.156559,21.96966,1.992835,170.7655,0,25/09/2020 03:01:04,4794
0.0009921173,-1.813755,20.09494,1.992835,285.7894,0,25/09/2020 03:01:05,4845
0,-9.63995,22.4037,1.992835,311.2959,0,25/09/2020 03:01:06,4896
0,-10.88584,15.98765,1.992835,99.81879,0,25/09/2020 03:01:07,4947
0,-3.875796,19.88391,1.992835,53.62476,0,25/09/2020 03:01:08,4998
0,1.996312,25.98165,1.992835,66.54413,0,25/09/2020 03:01:09,5049
9.00068,0.4017781,21.48389,10.64003,204.4286,0,25/09/2020 03:01:10,5100
7.841175,-0.9306771,14.71219,8.20685,268.1247,0,25/09/2020 03:01:11,5151
8.4512,-0.9352117,5.332946,5.098045,280.1374,0,25/09/2020 03:01:12,5202
2.447476,-2.217083,4.230631,5.098045,58.26646,0,25/09/2020 03:01:13,5253
8.891917,-4.973791,5.849086,10.9634,241.8433,0,25/09/2020 03:01:14,5304
0,-4.440812,4.472175,5.335581,70.10692,1,25/09/2020 03:01:15,5355
3.851933,-11.75042,10.61838,3.375529,279.6021,1,25/09/2020 03:01:16,5406
15.29792,-9.473444,22.73619,4.081504,369.1266,1,25/09/2020 03:01:17,5457
8.945149,-4.962216,35.77286,10.11351,239.5865,1,25/09/2020 03:01:18,5508
2.941433,-6.167823,31.84233,10.11351,203.2037,1,25/09/2020 03:01:19,5559
0,-9.868924,24.40636,10.11351,210.8694,1,25/09/2020 03:01:20,5610
0,-11.39786,24.20163,10.11351,243.315,1,25/09/2020 03:01:21,5661
0.1322317,-15.27608,20.07085,10.11351,194.4719,1,25/09/2020 03:01:22,5712
17.17067,-9.354857,13.63392,4.206857,147.7447,1,25/09/2020 03:01:23,5763
22.41912,9.63587,9.578298,4.49626,126.3813,1,25/09/2020 03:01:24,5814
13.23277,29.73269,1.046876,2.996833,384.8937,1,25/09/2020 03:01:25,5865
4.600362,32.60577,-0.6144111,7.960785,251.1006,1,25/09/2020 03:01:26,5916
9.03384E-09,30.70125,0.193195,7.960785,345.3146,2,25/09/2020 03:01:27,5967
9.687477E-14,23.21149,3.139288,7.960785,280.8341,2,25/09/2020 03:01:28,6018
3.388132E-21,25.02128,2.949687,7.960785,179.8618,2,25/09/2020 03:01:29,6069
9.687498E-14,21.04995,4.45629,7.960785,379.8392,3,25/09/2020 03:01:30,6120
0,22.4406,5.55899,7.960785,354.3628,4,25/09/2020 03:01:31,6171
0,15.2437,11.86392,7.960785,181.1312,4,25/09/2020 03:01:32,6222
0,18.43378,7.993937,7.960785,340.2941,4,25/09/2020 03:01:33,6273
0,16.83572,12.07313,7.960785,267.9952,4,25/09/2020 03:01:34,6324
0,14.13525,8.612513,7.960785,351.2707,4,25/09/2020 03:01:35,6375
0,9.568428,11.0624,7.960785,306.4843,4,25/09/2020 03:01:36,6426
0,-0.2323591,9.498024,7.960785,280.6384,4,25/09/2020 03:01:37,6477
0,5.913638,12.07548,7.960785,69.47462,4,25/09/2020 03:01:38,6528
0,1.989399,18.31503,7.960785,385.0579,4,25/09/2020 03:01:39,6579
0,0.4353107,9.876328,7.960785,273.3498,4,25/09/2020 03:01:40,6630
0,-0.4309873,9.107314,7.960785,177.4902,4,25/09/2020 03:01:41,6681
3.287907E-06,3.614186,6.886119,7.960785,282.9029,4,25/09/2020 03:01:42,6732
2.168404E-19,1.287296,7.697956,7.960785,255.7173,4,25/09/2020 03:01:43,6783
0,-0.1490402,10.61882,7.960785,84.08471,4,25/09/2020 03:01:44,6834
0,-7.29479,14.62827,7.960785,362.1545,4,25/09/2020 03:01:45,6885
0,-4.433487,22.29472,7.960785,66.66592,4,25/09/2020 03:01:46,6936
0,2.631842,18.43993,7.960785,82.59279,4,25/09/2020 03:01:47,6987
0,2.668387,22.47292,7.960785,75.42032,4,25/09/2020 03:01:49,7038
