AgentID,GoodPointAmount,BadPointAmount,Velocity,xAxisPos,zAxisPos,seenBySnatcher,touchedWall,date-time,update
-1256,0,0,2.598787,-4.896776,22.87501,1,0,01/10/2020 04:25:13,50
-1140,0,0,12.97861,45.06338,-29.40825,0,3,01/10/2020 04:25:13,50
-1116,0,0,21.67948,-6.858691,50.92902,0,3,01/10/2020 04:25:13,50
-1092,0,0,17.49383,2.925764,6.828298,0,0,01/10/2020 04:25:13,50
-1068,0,0,8.710337,44.82999,33.95437,0,0,01/10/2020 04:25:13,50
-1256,0,0,13.02886,-0.3763761,29.89092,2,0,01/10/2020 04:25:14,101
-1140,0,0,9.423406,39.90105,-13.38396,0,3,01/10/2020 04:25:14,101
-1116,0,0,21.44115,0.3036301,42.71838,0,3,01/10/2020 04:25:14,101
-1092,0,0,24.89565,13.86906,11.76195,0,0,01/10/2020 04:25:14,101
-1068,0,1,19.63539,39.9908,48.4855,0,0,01/10/2020 04:25:14,101
-1256,0,0,28.0578,-7.508221,28.42557,2,0,01/10/2020 04:25:15,152
-1140,0,1,12.65188,34.82287,-10.65474,0,3,01/10/2020 04:25:15,152
-1116,2,0,3.841022,-1.694682,40.45875,0,3,01/10/2020 04:25:15,152
-1092,1,0,14.32888,10.76532,19.26793,0,0,01/10/2020 04:25:15,152
-1068,0,1,19.61829,34.24644,42.86634,0,0,01/10/2020 04:25:15,152
-1256,0,0,15.23635,-8.158863,36.60796,2,2,01/10/2020 04:25:16,203
-1140,1,1,14.66413,28.64834,-16.79297,0,3,01/10/2020 04:25:16,203
-1116,3,0,11.71074,-6.47298,44.40261,0,3,01/10/2020 04:25:16,203
-1092,1,0,9.56207,9.571618,13.17919,0,0,01/10/2020 04:25:16,203
-1068,0,2,11.11421,34.56828,40.43132,0,0,01/10/2020 04:25:16,203
-1256,0,0,17.93121,-15.78096,29.50241,2,2,01/10/2020 04:25:17,254
-1140,1,1,17.93472,29.43181,-17.19157,0,3,01/10/2020 04:25:17,254
-1116,3,0,35.23405,-13.80974,44.74387,0,3,01/10/2020 04:25:17,254
-1092,1,0,15.59119,18.73568,16.75924,0,0,01/10/2020 04:25:17,254
-1068,1,2,13.07791,37.82577,49.33616,0,0,01/10/2020 04:25:17,254
-1256,0,2,18.28077,-9.80986,31.00287,2,2,01/10/2020 04:25:18,305
-1140,2,1,24.66866,36.3168,-20.25397,0,3,01/10/2020 04:25:18,305
-1116,5,0,14.5959,-15.34378,49.9174,0,3,01/10/2020 04:25:18,305
-1092,2,0,18.66736,13.60882,22.34496,0,0,01/10/2020 04:25:18,305
-1068,1,2,17.04652,34.49387,52.28227,0,0,01/10/2020 04:25:18,305
-1256,1,2,12.72798,-18.0863,32.17923,2,2,01/10/2020 04:25:19,356
-1140,3,1,22.0215,15.21467,-20.79326,0,3,01/10/2020 04:25:19,356
-1116,5,0,13.84248,-24.59956,49.79955,0,3,01/10/2020 04:25:19,356
-1092,3,0,26.41606,6.959707,15.1194,0,0,01/10/2020 04:25:19,356
-1068,1,2,23.86377,30.70479,55.95401,0,0,01/10/2020 04:25:19,356
-1256,2,2,2.590137,-16.11191,21.22216,5,2,01/10/2020 04:25:20,407
-1140,3,1,21.4486,13.87476,-26.75096,0,3,01/10/2020 04:25:20,407
-1116,5,1,31.08751,-35.00402,49.35717,0,3,01/10/2020 04:25:20,407
-1092,4,0,13.57406,0.7325059,14.88403,0,0,01/10/2020 04:25:20,407
-1068,1,2,20.55501,30.40481,49.13046,0,0,01/10/2020 04:25:20,407
-1256,2,2,8.411777,-12.12249,20.88635,5,2,01/10/2020 04:25:21,458
-1140,3,1,24.72572,4.872004,-21.22581,0,4,01/10/2020 04:25:21,458
-1116,7,1,27.42642,-37.71089,49.70324,0,3,01/10/2020 04:25:21,458
-1092,5,1,0.7833036,-9.480834,15.95372,0,0,01/10/2020 04:25:21,458
-1068,1,2,9.089854,31.65672,54.34861,0,0,01/10/2020 04:25:21,458
-1256,2,2,20.86912,-9.805812,29.23946,5,2,01/10/2020 04:25:22,509
-1140,3,2,8.387916,9.763022,-20.41663,0,4,01/10/2020 04:25:22,509
-1116,7,1,22.39987,-28.768,50.6413,0,3,01/10/2020 04:25:22,509
-1092,5,1,17.06472,-11.60128,9.028049,0,0,01/10/2020 04:25:22,509
-1068,3,2,21.40105,26.66046,62.77621,0,0,01/10/2020 04:25:22,509
-1256,2,3,24.36057,-10.91125,22.13305,5,2,01/10/2020 04:25:23,560
-1140,4,3,5.098533,16.46327,-18.33761,0,4,01/10/2020 04:25:23,560
-1116,7,1,18.76633,-30.69021,55.28688,0,3,01/10/2020 04:25:23,560
-1092,5,1,34.98041,-1.244077,18.01527,0,0,01/10/2020 04:25:23,560
-1068,3,2,14.69798,31.90626,57.43258,0,0,01/10/2020 04:25:23,560
-1256,2,3,10.59598,-18.13721,28.33818,5,2,01/10/2020 04:25:24,611
-1140,5,3,14.64781,17.42243,-14.09534,0,4,01/10/2020 04:25:24,611
-1116,7,1,13.83632,-39.06631,49.33214,0,3,01/10/2020 04:25:24,611
-1092,5,1,19.82575,-4.902081,16.12361,0,0,01/10/2020 04:25:24,611
-1068,3,2,25.21019,38.38956,58.96724,0,0,01/10/2020 04:25:24,611
-1256,4,3,15.82747,-29.94914,24.52824,5,2,01/10/2020 04:25:25,662
-1140,5,3,8.011007,15.10771,-18.60715,0,4,01/10/2020 04:25:25,662
-1116,8,1,18.86524,-39.94117,44.2302,0,3,01/10/2020 04:25:25,662
-1092,5,1,25.11619,-6.825198,17.3542,0,0,01/10/2020 04:25:25,662
-1068,3,2,9.989592,25.84552,58.64379,0,0,01/10/2020 04:25:25,662
-1256,6,3,15.07382,-23.15759,23.32935,5,2,01/10/2020 04:25:26,713
-1140,5,3,25.33629,18.33458,-20.82912,0,4,01/10/2020 04:25:26,713
-1116,8,1,7.36658,-39.61318,46.9008,0,3,01/10/2020 04:25:26,713
-1092,5,1,2.655297,-15.43583,21.98014,0,0,01/10/2020 04:25:26,713
-1068,4,2,26.26219,21.34192,55.33882,0,0,01/10/2020 04:25:26,713
-1256,6,4,13.85605,-30.63162,25.12171,5,2,01/10/2020 04:25:27,764
-1140,5,3,7.752862,13.93493,-17.95734,0,4,01/10/2020 04:25:27,764
-1116,8,1,17.33037,-46.52438,45.9603,0,4,01/10/2020 04:25:27,764
-1092,5,2,7.822943,-22.67424,17.69427,0,0,01/10/2020 04:25:27,764
