snatcherVelocity,xAxisPos,zAxisPos,distanceToTarget,viewAngle,touchedWall,date-time,update
0,-5.997907,24.70846,0,250.3799,0,30/09/2020 17:21:33,51
0,-7.993386,21.84441,0,258.9419,0,30/09/2020 17:21:34,102
0,-4.965179,16.94986,0,191.0818,0,30/09/2020 17:21:35,153
0,1.914621,19.40056,0,335.4278,0,30/09/2020 17:21:36,204
0,-1.247469,18.5354,0,127.6346,0,30/09/2020 17:21:37,255
0,4.89344,11.25426,0,157.4244,0,30/09/2020 17:21:38,306
0,4.121943,12.53184,0,281.9346,0,30/09/2020 17:21:39,357
3.570974,-0.7033076,1.164647,10.78071,300.462,0,30/09/2020 17:21:40,408
5.421011E-20,-9.298902,-2.675654,10.78071,275.464,1,30/09/2020 17:21:41,459
0,-6.419034,-9.413418,10.78071,154.3254,1,30/09/2020 17:21:42,510
7.317667,-3.661379,-12.64316,4.135356,74.73627,1,30/09/2020 17:21:43,561
3.892557,6.707299,-5.018672,2.588142,169.7472,1,30/09/2020 17:21:44,612
1.453123E-13,3.064286,-3.310859,2.588142,397.9371,1,30/09/2020 17:21:45,663
9.687506E-14,7.390249,0.5396182,2.588142,186.4506,1,30/09/2020 17:21:46,714
1.453124E-13,8.814794,1.907783,2.588142,125.551,2,30/09/2020 17:21:47,765
0.0001144409,13.87982,5.932214,2.588142,130.4553,2,30/09/2020 17:21:48,816
0,18.26768,6.623474,2.588142,66.78004,2,30/09/2020 17:21:49,867
0,14.57597,12.78299,2.588142,310.2278,2,30/09/2020 17:21:50,918
0,13.29315,21.43734,2.588142,330.975,2,30/09/2020 17:21:51,969
0,15.20336,17.65454,2.588142,138.0633,2,30/09/2020 17:21:52,1020
0,12.28625,14.42966,2.588142,283.1935,2,30/09/2020 17:21:53,1071
0,3.587325,10.65332,2.588142,40.70901,2,30/09/2020 17:21:54,1122
0,3.894654,12.53952,2.588142,72.19744,2,30/09/2020 17:21:55,1173
0,2.313308,18.4159,2.588142,77.23893,2,30/09/2020 17:21:56,1224
8.630345,-1.932606,15.93793,10.0723,240.1255,2,30/09/2020 17:21:57,1275
12.29008,-7.912282,6.789057,9.387205,273.765,2,30/09/2020 17:21:58,1326
4.843738E-14,-21.62962,2.993088,9.387205,350.5136,3,30/09/2020 17:21:59,1377
9.687498E-14,-16.09757,6.934343,9.387205,386.6847,3,30/09/2020 17:22:00,1428
0,-12.55266,15.91045,9.387205,65.93663,3,30/09/2020 17:22:01,1479
0,-10.32883,14.13813,9.387205,109.6911,3,30/09/2020 17:22:02,1530
0,-12.64657,21.74719,9.387205,363.2107,3,30/09/2020 17:22:03,1581
0,-15.2076,20.80165,9.387205,296.2961,3,30/09/2020 17:22:04,1632
0,-11.03327,24.66645,9.387205,100.7111,3,30/09/2020 17:22:06,1683
0,-4.272436,20.70884,9.387205,181.677,3,30/09/2020 17:22:07,1734
0,-2.295141,15.4107,9.387205,120.934,3,30/09/2020 17:22:08,1785
0,-2.493538,15.0475,9.387205,353.6543,3,30/09/2020 17:22:09,1836
0,-9.096118,11.27062,9.387205,352.8043,3,30/09/2020 17:22:10,1887
0,-10.88453,11.7822,9.387205,119.0912,3,30/09/2020 17:22:11,1938
0,-10.38474,11.04567,9.387205,231.7292,3,30/09/2020 17:22:12,1989
9.48936,-15.12957,8.233025,8.031643,359.676,3,30/09/2020 17:22:13,2040
1.872252,-15.27479,16.45564,8.031643,391.7816,3,30/09/2020 17:22:14,2091
0,-12.87903,25.26774,8.031643,112.3527,3,30/09/2020 17:22:15,2142
0,-7.511601,26.76843,8.031643,359.3722,3,30/09/2020 17:22:16,2193
3.65206,-8.946191,31.06499,1.154836,290.2898,3,30/09/2020 17:22:17,2244
8.640036,-12.03071,32.19185,10.38468,352.3189,3,30/09/2020 17:22:18,2295
7.384454,-23.63078,33.42343,4.610974,150.5721,3,30/09/2020 17:22:19,2346
6.226194,-20.89615,25.43312,9.567132,192.7852,3,30/09/2020 17:22:20,2397
0.2224771,-15.1612,19.54614,9.567132,165.0922,3,30/09/2020 17:22:21,2448
7.42143,-7.587434,25.44914,9.173582,389.7924,3,30/09/2020 17:22:22,2499
3.423808,-1.166996,14.04548,3.322041,173.299,3,30/09/2020 17:22:23,2550
0,-6.072244,15.78654,3.322041,271.1987,3,30/09/2020 17:22:24,2601
0,-13.52405,13.50133,3.322041,249.2386,3,30/09/2020 17:22:25,2652
0,-11.66256,16.00863,3.322041,159.4221,3,30/09/2020 17:22:26,2703
0,-4.069366,13.37079,3.322041,82.80211,3,30/09/2020 17:22:27,2754
0,-9.334485,12.87944,3.322041,224.6348,3,30/09/2020 17:22:28,2805
0,-7.923738,9.74296,3.322041,236.4482,3,30/09/2020 17:22:29,2856
13.6171,-20.65144,13.64844,9.911159,81.04305,3,30/09/2020 17:22:30,2907
7.812628,-22.28215,16.05975,9.911159,152.4529,3,30/09/2020 17:22:31,2958
2.043669,-19.50136,10.62333,9.911159,181.9249,3,30/09/2020 17:22:32,3009
6.005095,-10.17776,17.54036,9.079554,109.3779,3,30/09/2020 17:22:33,3060
0,-6.940512,22.79229,9.079554,233.5511,3,30/09/2020 17:22:34,3111
0,-6.764547,24.06904,9.079554,229.9802,3,30/09/2020 17:22:35,3162
0,-6.057985,20.6662,9.079554,280.2932,3,30/09/2020 17:22:36,3213
0,-2.908395,20.50892,9.079554,45.59208,3,30/09/2020 17:22:37,3264
0,-4.332362,28.47044,9.079554,325.9999,3,30/09/2020 17:22:38,3315
0,-2.478228,30.58917,9.079554,352.5298,3,30/09/2020 17:22:39,3366
1.135527E-09,-7.963477,28.15201,9.079554,305.9155,3,30/09/2020 17:22:40,3417
0,-5.009301,20.63986,9.079554,268.9116,3,30/09/2020 17:22:41,3468
6.333509,-6.88323,26.55571,8.498403,308.8283,3,30/09/2020 17:22:42,3519
8.605009,-10.54697,31.74434,10.08721,246.7111,3,30/09/2020 17:22:43,3570
8.367992,-8.683578,18.03594,4.368662,137.0118,3,30/09/2020 17:22:44,3621
2.364269,-5.643659,11.72862,4.368662,386.6556,3,30/09/2020 17:22:45,3672
6.501532,-2.413393,9.512362,9.774014,57.47517,3,30/09/2020 17:22:46,3723
0.4978157,-6.338926,10.19153,9.774014,358.758,3,30/09/2020 17:22:47,3774
0,-10.45361,16.59455,9.774014,151.3499,3,30/09/2020 17:22:48,3825
11.54582,-1.134242,15.41012,3.603587,134.51,3,30/09/2020 17:22:49,3876
5.542086,6.985996,16.59452,3.603587,390.3581,3,30/09/2020 17:22:50,3927
6.674786,1.632239,17.99986,1.783941,235.6566,3,30/09/2020 17:22:51,3978
0.6710647,1.285008,16.20595,1.783941,111.1908,3,30/09/2020 17:22:52,4029
7.44583,-2.880964,15.83762,9.849091,352.9299,3,30/09/2020 17:22:53,4080
1.442113,-2.637884,11.51724,9.849091,73.35176,3,30/09/2020 17:22:54,4131
3.33786E-05,4.079668,9.368399,9.849091,305.9936,3,30/09/2020 17:22:56,4182
0.0001016446,4.477263,7.87642,9.849091,78.06317,3,30/09/2020 17:22:57,4233
16.76503,-5.188809,14.19531,7.834956,190.4722,3,30/09/2020 17:22:58,4284
10.76131,-13.86879,24.29264,7.834956,362.5005,3,30/09/2020 17:22:59,4335
4.310995,-13.67755,24.03398,7.834956,171.9996,3,30/09/2020 17:23:00,4386
8.31216,-15.066,23.22003,8.031619,276.9663,3,30/09/2020 17:23:01,4437
2.308443,-22.93875,16.0929,8.031619,96.46259,3,30/09/2020 17:23:02,4488
0,-20.89332,21.36029,8.031619,102.6442,3,30/09/2020 17:23:03,4539
13.46948,-19.34393,15.80421,8.661837,156.5996,3,30/09/2020 17:23:04,4590
