snatcherVelocity,xAxisPos,zAxisPos,distanceToTarget,viewAngle,touchedWall,date-time,update
5.198338,-4.462743,33.88982,9.877265,182.1691,0,30/09/2020 19:02:05,51
0,-2.235125,34.50751,9.877265,224.0032,0,30/09/2020 19:02:06,102
0,-1.157901,29.364,9.877265,294.6837,0,30/09/2020 19:02:07,153
8.164518,-4.073513,23.82456,10.23266,46.32175,0,30/09/2020 19:02:08,204
11.09161,-2.97136,9.273123,3.302833,208.5598,0,30/09/2020 19:02:09,255
5.087882,-2.243782,6.995229,3.302833,279.6708,0,30/09/2020 19:02:10,306
0,-10.007,4.952595,3.302833,367.7245,0,30/09/2020 19:02:12,357
0,-3.565943,6.055689,3.302833,366.2006,0,30/09/2020 19:02:13,408
8.363096,-5.31659,15.02049,6.919421,65.45052,0,30/09/2020 19:02:14,459
18.65966,8.916141,12.04516,4.559156,78.411,0,30/09/2020 19:02:15,510
12.69147,23.81156,16.67492,8.202008,372.1747,0,30/09/2020 19:02:16,561
3.948617,27.06396,20.94872,8.202008,218.8622,0,30/09/2020 19:02:17,612
0,26.98227,20.3357,8.202008,321.3744,0,30/09/2020 19:02:18,663
0,23.29085,18.56777,8.202008,323.857,0,30/09/2020 19:02:19,714
0,19.87589,15.5835,8.202008,94.17244,0,30/09/2020 19:02:20,765
0,15.73549,16.03102,8.202008,326.0591,0,30/09/2020 19:02:21,816
0,15.49017,18.61833,8.202008,340.6971,0,30/09/2020 19:02:22,867
0,9.638007,25.66948,8.202008,340.4286,0,30/09/2020 19:02:23,918
0,7.272644,26.97766,8.202008,336.4352,0,30/09/2020 19:02:24,969
0,3.140955,28.92872,8.202008,46.50571,0,30/09/2020 19:02:25,1020
0,3.771748,29.74024,8.202008,148.4274,0,30/09/2020 19:02:26,1071
0,9.567966,23.5947,8.202008,294.4875,0,30/09/2020 19:02:27,1122
9.441422,10.18702,17.41284,9.683716,200.8595,0,30/09/2020 19:02:28,1173
3.437703,6.612152,15.08652,9.683716,189.6671,0,30/09/2020 19:02:29,1224
0,7.329475,8.960478,9.683716,336.4151,0,30/09/2020 19:02:30,1275
9.68749E-14,5.897477,6.925721,9.683716,349.1207,0,30/09/2020 19:02:31,1326
0,8.687968,12.36595,9.683716,131.2852,0,30/09/2020 19:02:32,1377
0,7.024886,13.4745,9.683716,249.2944,0,30/09/2020 19:02:33,1428
0,7.957606,5.853732,9.683716,156.2449,0,30/09/2020 19:02:34,1479
0,4.000364,5.058649,9.683716,365.4585,0,30/09/2020 19:02:35,1530
9.687493E-14,-5.119373,5.529449,9.683716,291.7594,0,30/09/2020 19:02:36,1581
0,-10.9499,9.749144,9.683716,345.4385,0,30/09/2020 19:02:37,1632
