snatcherVelocity,xAxisPos,zAxisPos,distanceToTarget,viewAngle,touchedWall,date-time,update
0,-6.202524,24.84134,0,256.4773,0,30/09/2020 21:42:56,51
0,-7.683988,16.96399,0,90.62006,0,30/09/2020 21:42:57,102
0,-4.11632,21.6075,0,308.7519,0,30/09/2020 21:42:59,153
17.50769,-6.371901,22.0659,4.719536,215.0382,0,30/09/2020 21:43:00,204
19.80747,-3.688505,-3.534225,3.293578,348.7331,0,30/09/2020 21:43:01,255
13.80377,-0.5958036,-13.95602,3.293578,163.539,0,30/09/2020 21:43:02,306
7.800061,-0.8432289,-19.98655,3.293578,367.8661,0,30/09/2020 21:43:03,357
1.796337,0.07506923,-23.68858,3.293578,58.93938,0,30/09/2020 21:43:04,408
3.874992E-13,3.510227,-14.53976,3.293578,75.64879,0,30/09/2020 21:43:05,459
1.355253E-20,3.179507,-11.85887,3.293578,296.187,0,30/09/2020 21:43:06,510
1.9375E-13,2.21469,-7.754923,3.293578,77.77586,0,30/09/2020 21:43:07,561
9.687489E-14,-0.6548639,-3.191829,3.293578,285.6478,0,30/09/2020 21:43:08,612
0,-0.6578903,3.697963,3.293578,354.9595,0,30/09/2020 21:43:09,663
9.68749E-14,-1.305502,5.523997,3.293578,388.0375,0,30/09/2020 21:43:10,714
0,1.526943,12.54683,3.293578,59.52534,0,30/09/2020 21:43:11,765
0,2.145938,16.9957,3.293578,134.0982,0,30/09/2020 21:43:12,816
0,-2.618576,17.95011,3.293578,300.1064,0,30/09/2020 21:43:13,867
0,-8.547545,10.95833,3.293578,230.315,0,30/09/2020 21:43:14,918
0,-2.267338,14.52492,3.293578,40.78646,0,30/09/2020 21:43:15,969
0,-1.223309,14.82418,3.293578,112.0406,0,30/09/2020 21:43:16,1020
0,-6.024966,11.65248,3.293578,343.259,0,30/09/2020 21:43:17,1071
0,-6.902875,20.70199,3.293578,110.6188,0,30/09/2020 21:43:18,1122
0,-4.810223,21.10525,3.293578,139.8902,0,30/09/2020 21:43:19,1173
0,-3.226823,21.47589,3.293578,65.94098,0,30/09/2020 21:43:20,1224
0,-2.536318,27.0833,3.293578,112.2731,0,30/09/2020 21:43:21,1275
0,-7.118196,28.2398,3.293578,117.5629,0,30/09/2020 21:43:22,1326
0,-10.13574,24.87833,3.293578,257.9361,0,30/09/2020 21:43:23,1377
0,-13.73404,23.00878,3.293578,194.9873,0,30/09/2020 21:43:24,1428
0,-13.49115,20.1713,3.293578,366.3893,0,30/09/2020 21:43:25,1479
0,-6.08992,22.4676,3.293578,181.967,0,30/09/2020 21:43:26,1530
0,-4.836357,17.82431,3.293578,320.0635,0,30/09/2020 21:43:27,1581
0,-5.300901,18.13506,3.293578,233.5857,0,30/09/2020 21:43:28,1632
0,-2.933106,17.00406,3.293578,191.8577,0,30/09/2020 21:43:29,1683
0,-3.778713,11.41084,3.293578,182.4303,0,30/09/2020 21:43:30,1734
0,-3.476311,8.294464,3.293578,124.726,0,30/09/2020 21:43:31,1785
7.12272,5.909904,4.360843,10.83831,239.3732,0,30/09/2020 21:43:32,1836
7.927534,10.09825,10.87803,9.742951,103.3728,0,30/09/2020 21:43:33,1887
11.10107,4.654832,17.63895,4.83443,349.2594,0,30/09/2020 21:43:34,1938
5.097341,-2.35338,24.38354,4.83443,352.1556,0,30/09/2020 21:43:35,1989
0,-11.39332,26.33037,4.83443,340.1503,0,30/09/2020 21:43:36,2040
0,-6.725262,22.733,4.83443,172.4447,0,30/09/2020 21:43:37,2091
0,-6.502616,22.4376,4.83443,250.4697,0,30/09/2020 21:43:38,2142
0,-6.856176,13.09364,4.83443,225.7735,0,30/09/2020 21:43:39,2193
0,-12.72169,13.90321,4.83443,212.9056,0,30/09/2020 21:43:40,2244
7.547787,-7.700381,7.50184,9.401429,63.77557,0,30/09/2020 21:43:41,2295
11.18173,-7.414161,4.922661,8.705452,149.2108,0,30/09/2020 21:43:42,2346
3.087077,8.365675,-1.872477,8.705452,128.1272,0,30/09/2020 21:43:43,2397
9.830244,-6.318772,-2.294895,2.587806,52.33798,0,30/09/2020 21:43:44,2448
7.378272,-15.62062,13.31889,3.733546,365.5231,0,30/09/2020 21:43:45,2499
13.21309,-7.771446,30.69246,1.263685,338.1399,0,30/09/2020 21:43:46,2550
7.209357,1.289281,36.80333,1.263685,334.0344,0,30/09/2020 21:43:47,2601
1.20564,-1.466215,38.4338,1.263685,164.2542,0,30/09/2020 21:43:48,2652
