snatcherVelocity,xAxisPos,zAxisPos,distanceToTarget,viewAngle,touchedWall,date-time,update
0,-7.084551,27.22941,0,323.0898,0,24/09/2020 17:56:46,51
0,-1.899268,25.82331,0,57.28115,0,24/09/2020 17:56:47,102
3.89999,-2.802073,30.11885,9.442533,266.1687,0,24/09/2020 17:56:48,153
0,-3.168323,34.73882,9.442533,209.6613,0,24/09/2020 17:56:49,204
0,2.041502,30.93642,9.442533,194.0381,0,24/09/2020 17:56:50,255
0,0.5458696,23.67936,9.442533,305.4548,0,24/09/2020 17:56:51,306
0.0006356001,1.27291,21.42474,9.442533,101.6058,0,24/09/2020 17:56:52,357
8.12633,3.736604,15.96779,9.137244,270.9667,0,24/09/2020 17:56:53,408
7.394191,4.292233,6.641477,3.066447,56.94458,0,24/09/2020 17:56:54,459
5.976362,-3.120089,4.508445,3.143651,356.6307,0,24/09/2020 17:56:56,510
2.078175,-5.030474,7.234798,10.60924,282.4603,0,24/09/2020 17:56:57,561
0,-3.896452,9.591454,10.60924,93.46632,0,24/09/2020 17:56:58,612
0,1.751189,9.814381,10.60924,162.0473,0,24/09/2020 17:56:59,663
9.68749E-14,-0.6374049,3.835737,10.60924,264.5421,0,24/09/2020 17:57:00,714
4.31598,1.459499,1.159314,7.728815,322.8831,0,24/09/2020 17:57:01,765
9.687498E-14,-0.9784302,7.757964,7.728815,92.54208,0,24/09/2020 17:57:02,816
0,1.34142,10.01003,7.728815,53.27193,0,24/09/2020 17:57:03,867
0,-3.491619,12.71527,7.728815,360.3239,0,24/09/2020 17:57:04,918
0,-6.257542,20.94522,7.728815,60.05538,0,24/09/2020 17:57:05,969
0,-1.229796,19.84846,7.728815,212.226,0,24/09/2020 17:57:06,1020
0,-2.421387,21.5658,7.728815,57.20074,0,24/09/2020 17:57:07,1071
0,-2.190408,24.49348,7.728815,254.1364,0,24/09/2020 17:57:08,1122
0,-2.431126,25.97104,7.728815,359.4518,0,24/09/2020 17:57:09,1173
1.455192E-11,0.5286331,22.04092,7.728815,346.6603,0,24/09/2020 17:57:10,1224
0.001209925,3.381321,21.93309,7.728815,175.4739,0,24/09/2020 17:57:11,1275
0,7.487637,18.6571,7.728815,376.3082,0,24/09/2020 17:57:12,1326
0,6.396688,20.36975,7.728815,82.54277,0,24/09/2020 17:57:13,1377
