snatcherVelocity,xAxisPos,zAxisPos,distanceToTarget,viewAngle,touchedWall,date-time,update
0,-4.411422,24.62235,0,208.9157,0,23/09/2020 20:25:12,51
0,-0.7733616,16.17457,0,135.8459,0,23/09/2020 20:25:13,102
0,3.466188,11.05053,0,267.0799,0,23/09/2020 20:25:14,153
9.687498E-14,-2.429026,4.63927,0,137.7514,0,23/09/2020 20:25:15,204
0,6.84487,4.748546,0,157.0798,0,23/09/2020 20:25:16,255
4.843749E-14,6.618268,3.576107,0,71.91135,0,23/09/2020 20:25:17,306
1.453123E-13,8.265865,0.4112568,0,236.0387,0,23/09/2020 20:25:18,357
4.843745E-14,8.35519,-1.36437,0,329.1542,1,23/09/2020 20:25:19,408
2.421875E-14,-1.098747,1.362008,0,305.6208,1,23/09/2020 20:25:20,459
2.428622,3.457365,11.46944,9.099809,93.62483,1,23/09/2020 20:25:21,510
0,6.035319,13.37174,9.099809,276.2679,1,23/09/2020 20:25:22,561
12.87405,-5.003477,3.086244,4.664,152.265,1,23/09/2020 20:25:23,612
9.687482E-14,-6.621975,2.429192,4.664,143.7742,2,23/09/2020 20:25:24,663
0,-0.3466222,7.590959,4.664,80.70679,2,23/09/2020 20:25:25,714
14.89228,-7.36902,3.613265,5.673231,47.24853,2,23/09/2020 20:25:26,765
8.888561,-10.9254,2.330991,5.673231,136.6082,2,23/09/2020 20:25:27,816
2.88484,-14.64858,8.270102,5.673231,361.0007,2,23/09/2020 20:25:28,867
0,-11.64692,15.39895,5.673231,81.1776,2,23/09/2020 20:25:29,918
0,-10.10436,13.19198,5.673231,215.225,2,23/09/2020 20:25:30,969
0,-9.275339,11.07617,5.673231,202.8325,2,23/09/2020 20:25:31,1020
0,-7.387872,10.05722,5.673231,196.5815,2,23/09/2020 20:25:32,1071
17.05145,7.146809,1.924315,1.125627,289.47,2,23/09/2020 20:25:34,1122
1.9375E-13,7.849639,-5.127415,1.125627,277.6721,3,23/09/2020 20:25:35,1173
0,12.20645,-5.321437,9.562142,341.3099,3,23/09/2020 20:25:36,1224
2.710505E-20,10.04052,-2.885743,9.354706,176.5178,5,23/09/2020 20:25:37,1275
0,8.885071,-4.105205,9.354706,51.48164,5,23/09/2020 20:25:38,1326
4.843744E-14,4.491402,2.951249,9.354706,322.4087,5,23/09/2020 20:25:39,1377
6.776264E-21,-5.426525,2.127201,9.354706,328.525,5,23/09/2020 20:25:40,1428
0.0006739755,-2.545722,1.648515,9.354706,194.9561,5,23/09/2020 20:25:41,1479
0,2.648724,10.00578,9.354706,64.9015,5,23/09/2020 20:25:42,1530
0,3.310099,11.99375,9.354706,399.6138,5,23/09/2020 20:25:43,1581
0,-1.52335,11.74806,9.354706,264.3835,5,23/09/2020 20:25:44,1632
9.687498E-14,-4.214537,4.803601,9.354706,155.4142,5,23/09/2020 20:25:45,1683
1.210936E-13,0.8825306,-0.7113521,9.354706,132.937,5,23/09/2020 20:25:46,1734
0,3.452815,7.229851,9.354706,334.2679,5,23/09/2020 20:25:47,1785
0,-4.839301,10.14039,9.354706,285.9463,5,23/09/2020 20:25:48,1836
0,-0.4691153,5.671678,9.354706,377.2015,5,23/09/2020 20:25:49,1887
0,2.528673,14.06875,9.354706,53.70732,5,23/09/2020 20:25:50,1938
0,-1.558712,18.72446,9.354706,195.2339,5,23/09/2020 20:25:51,1989
0,-7.013197,21.48275,9.354706,359.7516,5,23/09/2020 20:25:52,2040
0,-3.871746,24.31497,9.354706,187.4873,5,23/09/2020 20:25:53,2091
0,4.636957,23.32494,9.354706,267.775,5,23/09/2020 20:25:54,2142
0,-1.611069,18.73283,9.354706,339.4801,5,23/09/2020 20:25:55,2193
0,-4.033564,23.46654,9.354706,261.6281,5,23/09/2020 20:25:56,2244
0,-7.733968,14.43874,9.354706,217.4825,5,23/09/2020 20:25:57,2295
0,-7.359671,13.95235,9.354706,222.6123,5,23/09/2020 20:25:58,2346
0,-9.054785,8.489765,9.354706,176.2542,5,23/09/2020 20:25:59,2397
0,-7.058087,14.21861,9.354706,229.6957,5,23/09/2020 20:26:00,2448
0,-7.436857,11.5946,9.354706,370.461,5,23/09/2020 20:26:01,2499
0,-7.601393,15.27363,9.354706,91.52972,5,23/09/2020 20:26:02,2550
0,-1.719273,23.1277,9.354706,181.9419,5,23/09/2020 20:26:03,2601
