snatcherVelocity,xAxisPos,zAxisPos,distanceToTarget,viewAngle,touchedWall,date-time,update
0,-3.008261,25.25559,0,168.4709,0,24/09/2020 07:49:06,51
0,-3.607858,16.14105,0,249.2867,0,24/09/2020 07:49:07,102
13.38036,-4.648062,5.393667,2.071038,44.61135,0,24/09/2020 07:49:08,153
7.376627,-2.075642,2.491178,2.071038,284.1494,0,24/09/2020 07:49:09,204
1.372902,-9.382178,-1.427521,2.071038,356.1978,1,24/09/2020 07:49:10,255
2.421874E-14,-6.277056,1.827355,2.071038,103.9546,1,24/09/2020 07:49:11,306
1.453124E-13,-8.524021,-1.341191,2.071038,235.5652,1,24/09/2020 07:49:12,357
0,-8.671789,4.915101,2.071038,103.1856,2,24/09/2020 07:49:13,408
0,-5.230341,5.046141,2.071038,253.2572,2,24/09/2020 07:49:14,459
6.284966,0.8523808,10.6284,10.36261,97.91003,2,24/09/2020 07:49:15,510
6.539757,8.354437,9.586332,1.6678,344.5899,2,24/09/2020 07:49:16,561
0.536036,6.038053,7.901681,1.6678,203.585,2,24/09/2020 07:49:17,612
0,4.145123,11.78452,1.6678,172.2805,2,24/09/2020 07:49:18,663
19.54529,20.20172,13.18132,2.157957,162.5261,2,24/09/2020 07:49:19,714
15.2569,30.13229,7.05866,1.158269,338.7895,2,24/09/2020 07:49:20,765
6.074098,32.54895,8.384905,1.158269,375.9068,2,24/09/2020 07:49:21,816
0.04414749,26.76534,8.926055,1.158269,266.467,2,24/09/2020 07:49:22,867
15.33108,28.01128,21.07731,4.388764,375.4361,2,24/09/2020 07:49:23,918
3.988305,26.48098,29.3065,8.036307,219.3908,2,24/09/2020 07:49:24,969
3.066996,21.88038,20.58848,5.191075,327.0524,2,24/09/2020 07:49:25,1020
0,19.08274,21.03742,5.191075,345.5758,2,24/09/2020 07:49:26,1071
0,13.10722,27.50894,5.191075,47.04689,2,24/09/2020 07:49:27,1122
0,11.37247,25.09171,5.191075,257.0469,2,24/09/2020 07:49:28,1173
0,9.431138,24.19737,5.191075,214.6043,2,24/09/2020 07:49:29,1224
0,9.686654,18.43274,5.191075,314.8911,2,24/09/2020 07:49:30,1275
0,10.65557,21.25236,5.191075,190.6993,2,24/09/2020 07:49:32,1326
0,11.46416,17.63421,5.191075,143.3448,2,24/09/2020 07:49:33,1377
0,6.893867,13.4657,5.191075,349.8897,2,24/09/2020 07:49:34,1428
