snatcherVelocity,xAxisPos,zAxisPos,distanceToTarget,viewAngle,touchedWall,date-time,update
0,-5.867912,24.93826,0,248.8653,0,24/09/2020 09:15:12,51
0,-5.322266,17.78033,0,210.5052,0,24/09/2020 09:15:13,102
0,-9.828784,16.53235,0,294.5641,0,24/09/2020 09:15:14,153
0,-7.957245,16.92056,0,111.2964,0,24/09/2020 09:15:15,204
0,-4.166337,20.14465,0,330.4261,0,24/09/2020 09:15:17,255
0,-11.21677,17.85958,0,332.3662,0,24/09/2020 09:15:18,306
0,-13.65547,17.87284,0,101.2662,0,24/09/2020 09:15:19,357
0,-6.493477,16.98166,0,187.1353,0,24/09/2020 09:15:20,408
0,-10.18682,9.024535,0,256.2472,0,24/09/2020 09:15:21,459
9.687498E-14,-7.964094,6.902436,0,102.1698,0,24/09/2020 09:15:22,510
0,-9.199232,12.80869,0,58.10721,0,24/09/2020 09:15:23,561
0,-5.324361,16.05615,0,393.7862,0,24/09/2020 09:15:24,612
0,-0.6483092,23.45071,0,315.0267,0,24/09/2020 09:15:25,663
0,1.391209,27.93039,0,93.27986,0,24/09/2020 09:15:26,714
0,6.64826,25.63528,0,224.2502,0,24/09/2020 09:15:27,765
0,8.721986,16.69294,0,230.0318,0,24/09/2020 09:15:28,816
0,7.761475,11.10353,0,303.798,0,24/09/2020 09:15:29,867
0,7.596861,10.67677,0,213.2322,0,24/09/2020 09:15:30,918
0,8.669574,14.99798,0,198.7539,0,24/09/2020 09:15:31,969
0,13.96456,16.9528,0,127.3895,0,24/09/2020 09:15:32,1020
0.0005459463,10.09862,20.06267,0,90.74242,0,24/09/2020 09:15:33,1071
0,6.998659,20.17648,0,350.9779,0,24/09/2020 09:15:34,1122
0,5.254615,27.00289,0,352.0796,0,24/09/2020 09:15:35,1173
0,4.041585,22.27426,0,176.5958,0,24/09/2020 09:15:36,1224
0,8.350496,13.44444,0,188.4213,0,24/09/2020 09:15:37,1275
0,2.906201,12.74664,0,391.1576,0,24/09/2020 09:15:38,1326
0,2.994437,21.37658,0,364.6744,0,24/09/2020 09:15:39,1377
0,-2.69252,25.80384,0,308.8852,0,24/09/2020 09:15:40,1428
0,-3.363806,25.05471,0,241.0373,0,24/09/2020 09:15:41,1479
0,-2.396585,19.73439,0,228.673,0,24/09/2020 09:15:42,1530
0,-5.544437,11.07673,0,369.7431,0,24/09/2020 09:15:43,1581
0,-8.047472,9.776073,0,169.9318,0,24/09/2020 09:15:44,1632
0,-7.118183,8.325919,0,214.6546,0,24/09/2020 09:15:45,1683
0,-5.44444,10.61579,0,89.08768,0,24/09/2020 09:15:46,1734
0,-2.693687,18.12084,0,260.991,0,24/09/2020 09:15:47,1785
0,-8.886574,17.76317,0,277.6915,0,24/09/2020 09:15:48,1836
0,-7.427626,12.21083,0,105.6037,0,24/09/2020 09:15:49,1887
0,-0.6019982,12.5236,0,194.9274,0,24/09/2020 09:15:50,1938
0,-2.601873,8.169235,0,172.3607,0,24/09/2020 09:15:51,1989
0,1.206295,8.636218,0,377.276,0,24/09/2020 09:15:52,2040
1.478749E-08,6.154812,9.343958,0,163.5611,0,24/09/2020 09:15:53,2091
0,5.256996,8.302452,0,303.771,0,24/09/2020 09:15:54,2142
0,-3.110407,12.4877,0,347.4575,0,24/09/2020 09:15:55,2193
0,2.168047,14.76096,0,261.9534,0,24/09/2020 09:15:56,2244
0,3.584217,8.290082,0,228.7569,0,24/09/2020 09:15:57,2295
0,10.21067,9.049872,0,167.3785,0,24/09/2020 09:15:58,2346
0,9.974202,8.68375,0,64.27562,0,24/09/2020 09:15:59,2397
5.158475,22.75293,10.59123,2.187796,215.0094,0,24/09/2020 09:16:00,2448
0,27.4552,15.54292,2.187796,66.4705,0,24/09/2020 09:16:01,2499
0,19.01177,20.13826,2.187796,344.7039,0,24/09/2020 09:16:02,2550
0,10.5993,20.3603,2.187796,192.9846,0,24/09/2020 09:16:03,2601
0,12.87718,15.18782,2.187796,346.5731,0,24/09/2020 09:16:04,2652
0,8.12734,16.03307,2.187796,341.2604,0,24/09/2020 09:16:05,2703
0,5.824292,22.82864,2.187796,355.2762,0,24/09/2020 09:16:06,2754
0,4.104657,29.64755,2.187796,360.8231,0,24/09/2020 09:16:08,2805
0,-2.928219,27.09224,2.187796,259.9167,0,24/09/2020 09:16:09,2856
0,5.810495,25.53499,2.187796,156.4221,0,24/09/2020 09:16:10,2907
0,3.663612,27.35587,2.187796,296.5367,0,24/09/2020 09:16:11,2958
9.148457,-4.756713,15.2047,7.833727,322.9555,0,24/09/2020 09:16:12,3009
0,-6.677614,12.65195,7.586836,242.438,0,24/09/2020 09:16:13,3060
8.666539,-6.391759,15.67831,8.055424,52.24448,0,24/09/2020 09:16:14,3111
2.505905,0.4144435,22.57269,8.055424,237.1409,0,24/09/2020 09:16:15,3162
0,4.885847,22.14347,8.055424,80.82524,0,24/09/2020 09:16:16,3213
0,5.549824,17.04039,8.055424,54.9243,0,24/09/2020 09:16:17,3264
0,-0.07260883,22.65884,8.055424,316.8223,0,24/09/2020 09:16:18,3315
0,0.7091404,15.80143,8.055424,147.3925,0,24/09/2020 09:16:19,3366
0,5.606809,11.04777,8.055424,250.0924,0,24/09/2020 09:16:20,3417
0,6.683805,17.99977,8.055424,303.1603,0,24/09/2020 09:16:21,3468
0,4.000002,13.73552,8.055424,282.6498,0,24/09/2020 09:16:22,3519
8.473685,1.402772,-0.0706189,4.338032,314.9613,0,24/09/2020 09:16:23,3570
1.493388,7.229177,-7.267686,4.338032,115.2289,0,24/09/2020 09:16:24,3621
9.687485E-14,13.42669,-4.855299,4.338032,361.1187,0,24/09/2020 09:16:25,3672
1.453124E-13,7.216552,-2.655948,4.338032,44.18905,1,24/09/2020 09:16:26,3723
12.90901,8.709616,11.63834,2.350443,61.43198,1,24/09/2020 09:16:27,3774
2.623935,9.195631,24.19909,2.350443,165.9932,1,24/09/2020 09:16:28,3825
0,9.832872,24.76461,2.350443,71.05198,1,24/09/2020 09:16:29,3876
0,11.58791,24.57834,2.350443,233.9008,1,24/09/2020 09:16:30,3927
0,3.836513,23.3034,2.350443,331.765,1,24/09/2020 09:16:31,3978
0,2.654488,17.09806,2.350443,354.4058,1,24/09/2020 09:16:32,4029
0,2.851819,21.26187,2.350443,363.3437,1,24/09/2020 09:16:33,4080
0,-2.859188,19.39898,2.350443,170.5296,1,24/09/2020 09:16:34,4131
0.000436306,-6.176453,14.20404,2.350443,255.9431,1,24/09/2020 09:16:35,4182
0,-6.329809,16.84703,2.350443,389.9213,1,24/09/2020 09:16:36,4233
5.093739E-07,-2.957234,12.02196,2.350443,370.2148,1,24/09/2020 09:16:37,4284
0.0005206301,-4.388515,10.96892,2.350443,295.3041,1,24/09/2020 09:16:38,4335
9.687498E-14,-4.591292,6.282775,2.350443,336.6277,1,24/09/2020 09:16:39,4386
0,-4.746307,13.36594,2.350443,98.71873,1,24/09/2020 09:16:40,4437
0,2.847821,19.16242,2.350443,41.27498,1,24/09/2020 09:16:41,4488
0,3.309396,15.62698,2.350443,255.5521,1,24/09/2020 09:16:42,4539
0,-4.080264,20.6924,2.350443,376.9453,1,24/09/2020 09:16:43,4590
0,-1.08664,20.0345,2.350443,63.13773,1,24/09/2020 09:16:44,4641
0,2.202159,19.31574,2.350443,137.324,1,24/09/2020 09:16:45,4692
0,-2.328118,13.22802,2.350443,241.7687,1,24/09/2020 09:16:46,4743
0,-9.554172,11.23443,2.350443,355.4445,1,24/09/2020 09:16:47,4794
0,-8.911027,12.36337,2.350443,128.0435,1,24/09/2020 09:16:48,4845
0,-6.195256,8.244743,2.350443,161.5551,1,24/09/2020 09:16:49,4896
0,3.230393,9.557611,2.350443,101.8372,1,24/09/2020 09:16:50,4947
2.816444,8.298092,21.35026,10.29853,386.0531,1,24/09/2020 09:16:51,4998
6.406178,4.582989,14.13702,3.994945,312.4059,1,24/09/2020 09:16:52,5049
0.4024481,3.887868,11.21362,3.994945,282.9748,1,24/09/2020 09:16:53,5100
