snatcherVelocity,xAxisPos,zAxisPos,distanceToTarget,viewAngle,touchedWall,date-time,update
9.415435,-3.516466,24.89462,6.819282,186.046,0,24/09/2020 07:28:59,51
12.41677,-0.9262427,7.439058,3.39159,316.4227,0,24/09/2020 07:29:00,102
6.413054,0.8757619,3.447859,3.39159,121.0487,0,24/09/2020 07:29:01,153
0.4093345,6.822724,5.043211,3.39159,146.4078,0,24/09/2020 07:29:02,204
0,12.91451,7.999209,3.39159,381.9816,0,24/09/2020 07:29:03,255
0,9.618648,5.34742,3.39159,130.6552,0,24/09/2020 07:29:04,306
0,9.198469,11.30306,3.39159,348.2257,0,24/09/2020 07:29:05,357
0,0.926123,10.54407,3.39159,376.1533,0,24/09/2020 07:29:06,408
0,-6.3742,14.20994,3.39159,290.0563,0,24/09/2020 07:29:07,459
0.0001088811,-5.693102,17.87127,3.39159,171.9125,0,24/09/2020 07:29:08,510
0,-3.504489,24.32907,3.39159,74.81846,0,24/09/2020 07:29:09,561
0,-2.690474,24.13565,3.39159,311.956,0,24/09/2020 07:29:10,612
0,-4.326351,31.39112,3.39159,85.82317,0,24/09/2020 07:29:11,663
0,3.833836,33.99335,3.39159,87.27611,0,24/09/2020 07:29:12,714
0,-0.7979683,32.18105,3.39159,122.5991,0,24/09/2020 07:29:13,765
0,8.221713,31.56069,3.39159,103.3244,0,24/09/2020 07:29:14,816
0,2.235918,30.6078,3.39159,264.7153,0,24/09/2020 07:29:15,867
0,4.633527,25.33603,3.39159,125.7453,0,24/09/2020 07:29:16,918
0,1.400664,23.18039,3.39159,296.9787,0,24/09/2020 07:29:17,969
0,-6.815172,25.22445,3.39159,297.9605,0,24/09/2020 07:29:18,1020
0,-1.860327,27.95515,3.39159,68.90847,0,24/09/2020 07:29:19,1071
0,0.4794215,30.01478,3.39159,268.0281,0,24/09/2020 07:29:20,1122
0,1.30353,33.21408,3.39159,80.94615,0,24/09/2020 07:29:21,1173
0,4.521282,26.86237,3.39159,136.3917,0,24/09/2020 07:29:22,1224
0,7.038922,22.5638,3.39159,163.3827,0,24/09/2020 07:29:23,1275
0,8.228124,13.966,3.39159,247.0743,0,24/09/2020 07:29:24,1326
0,1.11513,7.735754,3.39159,254.0416,0,24/09/2020 07:29:25,1377
0,-2.278085,11.30076,3.39159,366.0344,0,24/09/2020 07:29:26,1428
0.04757166,1.249162,16.49344,3.39159,131.1875,0,24/09/2020 07:29:27,1479
0,3.318044,10.83576,3.39159,187.0146,0,24/09/2020 07:29:28,1530
9.68749E-14,-3.115284,6.61725,3.39159,139.0112,0,24/09/2020 07:29:29,1581
0,-1.613352,7.05296,3.39159,228.7306,0,24/09/2020 07:29:30,1632
0,-7.322306,10.83871,3.39159,126.3734,0,24/09/2020 07:29:32,1683
0,-5.396532,5.934831,3.39159,283.2537,0,24/09/2020 07:29:33,1734
0,-12.64977,8.77722,3.39159,117.3775,0,24/09/2020 07:29:34,1785
0.0009485261,-10.2883,5.220345,3.39159,157.5459,0,24/09/2020 07:29:35,1836
0,-1.560735,9.326861,3.39159,71.52339,0,24/09/2020 07:29:36,1887
0,-0.4654573,14.55561,3.39159,108.4637,0,24/09/2020 07:29:37,1938
1.517782,-3.372183,18.82998,6.096252,321.2287,0,24/09/2020 07:29:38,1989
0,-0.9306077,13.00817,6.096252,195.5319,0,24/09/2020 07:29:39,2040
7.989748,3.600353,21.46029,8.681306,127.7614,0,24/09/2020 07:29:40,2091
11.98381,0.844056,26.72948,10.06177,113.0889,0,24/09/2020 07:29:41,2142
5.671624,10.25841,31.01469,10.06177,270.7617,0,24/09/2020 07:29:42,2193
